allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,atomicweight_ionenergy_Ratio,normalized_density,el_neg_chi_R_vdw_Ratio,electrons_per_atomicweight,specific_electron_count,Hardness
72.0,14.055328,22.0,5.0,54.27519833333333,11.795966666666668,2.826666666666666,1.7183333333333335,0.8933333333333332,0.4795066666666667,4.57578,4.601165754951558,0.19521288861775987,1.645004753927948,0.40534167787562825,1.3265727639566014,2.3
278.0,30.89439975,26.0,4.666666666666667,61.11733333333334,10.9485,2.5641666666666665,1.7366666666666666,0.9733333333333332,0.4795066666666667,2.95748,5.582256270275172,0.11113093431254283,1.4764874389738518,0.42541123016043797,4.548627768638529,5.5
45.0,9.107996000000002,15.0,4.8,31.574635600000004,11.14446,2.743,1.743,0.8959999999999999,0.485951,1.20466,2.833213571288214,0.20239991066133356,1.5737233750015274,0.4750648635353851,1.4251945906061552,5.5
86.0,10.209328,22.5,4.666666666666667,50.47236066666666,12.874275000000004,2.8480000000000003,1.7283333333333335,1.0599999999999998,0.4771483333333333,1.22872,3.9204040829193283,0.11871311614103126,1.6478301843106933,0.445788539672581,1.7039028627485318,6.0
196.0,30.751971,39.5,5.0,93.78445,9.1302,2.884,1.736,1.12,0.457149,5.2757,10.271894260017369,0.1568978111444399,1.6612902268842034,0.42117856380116475,2.08989869632983,2.3
74.0,4.9568275,7.4,4.2,14.610803,12.39211,2.77,1.5509999999999995,0.708,0.5982450000000001,0.49568,1.1790407672378573,0.06698415531488629,1.7859444367540664,0.5064745551187395,5.064745551187395,2.8
113.0,13.053996,15.5,4.5,32.38773899975,11.1479375,2.721,1.711,0.945,0.4826418750000001,1.62125,2.9052673383954,0.11552208839334328,1.5902979783578037,0.47857616588370144,3.488974628700533,5.5
38.0,3.555328,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.99,1.106666666666667,0.4878333333333333,0.78534,4.19122780558694,0.09356126291168088,1.1708542125198889,0.48348240586643615,0.9502930046340299,3.8
58.0,3.883996,13.6,4.8,29.525338,10.987245,2.764,1.75,0.96,0.489272,0.49494,2.6872375860624063,0.0669654481604044,1.5794284811755153,0.4606213129190212,1.9644144227428846,6.0
68.0,9.107996000000002,13.6,4.8,29.525338,11.5619,2.904,1.7120000000000002,0.956,0.491678,1.31786,2.5536752388995305,0.13394111745008663,1.6962615831622905,0.4606213129190212,2.303106564595106,4.3
50.0,3.253996,10.0,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.78937,1.7188471682010384,0.06507991986984016,1.6184363116431557,0.499576905820576,2.49788452910288,3.0
180.0,7.419487500000002,6.0,3.333333333333333,9.559684638888893,13.093730555555556,2.6944444444444446,1.3355555555555556,0.5244444444444445,0.7450291666666667,0.33885,0.7300963255138292,0.041219374977100355,2.01747073080502,0.6276357603710445,18.829072811131336,1.5
64.0,12.397992,12.6,4.8,26.2038268,11.38168,2.81,1.7400000000000002,0.86,0.49512,1.26278,2.3022810841432806,0.19371862469731468,1.6149424359228484,0.48084579584823917,2.4423913439910563,6.0
114.0,8.892328,14.5,5.0,32.059,10.78917,2.75,1.765,0.945,0.489795,0.74322,2.971405557875114,0.07800287712455888,1.5580735661148122,0.4522910868951275,3.5559437176582436,6.5
100.0,8.337992,10.0,4.8,20.2988926326,12.04083,2.708,1.7420000000000002,0.892,0.498454,0.83736,1.6858383071612315,0.08337991991662008,1.5545349279830694,0.49263770845687604,4.9263770845687604,6.5
80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,1.35155,1.8369260311930693,0.09668324987914595,1.6681613352369904,0.493698470368722,3.949587762949776,6.3
100.0,11.463996000000002,31.1,2.0,70.86454624999998,8.21315,2.22,1.93,1.4220000000000002,0.447985,6.44467,8.62818107390975,0.11463995988536006,1.1502590077586008,0.4388654355648749,1.4111428796298227,3.8
126.0,13.747992000000002,12.5,4.8,26.2038268,11.023840000000002,2.644,1.794,0.96,0.499514,0.77755,2.3770144126092685,0.10911104753245157,1.4738014786063836,0.4770295593732532,4.808457958482392,6.0
58.0,6.25674375,11.0,4.833333333333333,22.57963877083333,10.858372916666667,2.825,1.626,0.768,0.477854,1.86481,2.079467958613646,0.10787489205538811,1.7373922670730464,0.4871645672867234,2.568685900239087,5.5
884.0,121.42,35.36,5.28,82.56124,9.370384,2.298,1.9072,1.2,0.4618992,2.1154,8.810870410317547,0.13735294116093294,1.2049076549440199,0.42828814050238573,10.707203512559643,2.5
80.0,11.202328,13.666666666666664,5.0,27.95135333333333,11.533816666666668,2.9466666666666668,1.705,0.8799999999999999,0.48752,1.3748,2.423426164885348,0.14002909982496364,1.7282501430156318,0.4889447195915926,2.8621154317556643,6.0
50.0,4.9568275,10.0,4.2,20.3920334,11.06572,2.634,1.6800000000000002,0.96,0.4927359999999999,0.82753,1.842811241900109,0.0991365498017269,1.5678570495323183,0.4903875819937232,2.451937909968616,5.5
100.0,7.558488000000001,10.0,4.8,20.3920334,12.04083,2.805,1.656,0.8480000000000001,0.4927359999999999,0.5852,1.6935737179781318,0.07558487992441514,1.6938404774250921,0.4903875819937232,4.903875819937232,6.8
163.0,19.92,30.66666666666667,4.0,68.56273,9.1985,1.98,1.913333333333333,1.2133333333333332,0.447985,6.7765,7.453685846021789,0.12220858888208064,1.034843151489034,0.44727896076977647,2.3773849110480505,5.5
120.0,8.505991999999999,12.0,4.6,24.033618,10.59066,2.5860000000000003,1.7420000000000002,0.98,0.49897,1.775,2.2693220038286377,0.07088326660759728,1.4845004888346447,0.49930060260048814,4.993006026004881,6.0
128.0,13.747992000000002,12.0,4.8,24.808518,11.0881,2.7065,1.7420000000000002,0.86,0.49512,1.86705,2.2374002557931454,0.10740618741608894,1.5536738488132118,0.4837048287862063,5.159518173719534,6.8
228.0,28.81264,28.8,5.6,67.9394,11.90626,2.858,1.7880000000000005,0.928,0.4673040000000001,2.19978,5.706191484931529,0.12637122801474945,1.5984339150764026,0.4239071872523055,3.3559318990807516,3.5
100.0,8.147992,10.0,4.8,20.077018,11.17714,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.86724,1.7962571659990199,0.08147991991852009,1.6126339920957098,0.4980819337907555,4.980819337907555,6.0
93.0,20.34,31.33333333333333,4.0,69.51219666666667,9.081566666666667,1.95,1.9,1.1933333333333334,0.4488266666666667,5.2757,7.654207523068258,0.21870967718418316,1.0263157354570664,0.4507602232527727,1.3378947051864212,4.3
403.0,33.992636,10.545454545454543,4.818181818181818,20.9940862215,11.000421212121,2.709090909090909,1.7018181818181817,0.8729545454545455,0.5080530303030303,2.8386,1.9084801959691595,0.08434897268378436,1.59188024834037,0.5023059533986466,19.195881822553453,5.5
108.0,14.632,36.0,4.0,90.2267,8.21315,1.95,2.04,1.2,0.401635,8.795,10.985638750228125,0.13548148135603566,0.9558823060842008,0.39899497554604685,1.1969849266381407,5.5
50.0,4.073996,10.0,4.8,20.077018,11.33044,2.7950000000000004,1.654,0.782,0.491678,0.91248,1.7719539420185453,0.08147991983704016,1.689842703153404,0.4980819337907555,2.4904096689537774,3.8
78.0,5.6253280000000006,11.142857142857142,4.571428571428571,22.35173142857143,10.911928571428572,2.7371428571428567,1.7457142857142858,0.9771428571428572,0.49876,0.8886,2.048375873927444,0.07211958965112875,1.5679213504464034,0.49852321859779053,3.489662530184534,5.5
43.0,9.443996,12.5,4.5,24.808518,11.79886,2.805,1.656,0.84875,0.4927359999999999,1.51619,2.102619896306763,0.21962781344272603,1.6938404774250921,0.5038591966522982,1.733275636483906,5.5
50.0,5.401996,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.91,0.4927359999999999,0.66533,1.9301169697996912,0.10803991978392015,1.6432037837861784,0.4903875819937232,2.451937909968616,7.5
200.0,17.623983999999997,10.0,4.8,20.15577185,11.139125000000002,2.7065,1.6705,0.889,0.4970245,0.8059,1.8094573558564306,0.08811991995594003,1.6201735037310083,0.49613579796431456,9.922715959286291,5.5
55.0,9.107996000000002,11.0,4.0,22.9889468,11.909720000000002,2.58,1.7120000000000002,0.956,0.474714,0.99311,1.9302675971368966,0.16559992697163653,1.5070092577681506,0.47849081768943486,2.3924540884471743,5.0
55.0,9.143996,11.0,4.8,22.9889468,11.909720000000002,2.884,1.662,0.792,0.490932,1.03881,1.9302675971368966,0.16625447242499186,1.7352586200205402,0.47849081768943486,2.3924540884471743,3.8
60.0,9.683996,18.0,4.8,40.689515,10.93895,2.8360000000000003,1.682,0.936,0.481478,1.83476,3.7196910698038566,0.16139993306433345,1.6860878902444776,0.442374404211074,1.4745813473702467,5.5
76.0,13.385996,15.2,4.8,31.937418,11.14446,2.684,1.7880000000000005,0.9559999999999998,0.4862359999999999,1.91369,2.8657662832854505,0.17613152608403748,1.5011184842774894,0.47593077037119663,2.3796538518559833,6.5
120.0,13.551332,12.0,4.0,24.789618,10.629,2.58,1.79,0.96,0.48273,1.3748,2.3322624674733046,0.1129277665725602,1.4413407016010782,0.48407361305820196,4.84073613058202,4.0
122.0,8.147992,6.92,4.4,12.0096,12.55187,2.752,1.43,0.7152,0.706598,0.52252,0.9567976647559475,0.06678681961738786,1.9244753898968257,0.5762056973071068,10.158539750211999,4.0
110.0,23.0,35.0,2.6666666666666665,82.59846666666667,9.159866666666668,2.8316666666666666,1.7233333333333334,1.2533333333333334,0.4613183333333333,7.7965,9.017431014089386,0.20909090890082646,1.643133366936168,0.4237366790218019,1.3317438483542345,2.5
100.0,5.203996,7.4,3.2,15.69310028,12.0034,2.5660000000000003,1.394,0.642,0.687868,0.70884,1.3073879191946622,0.05203995994796004,1.8407459224715983,0.4715448076424017,6.372227130302726,2.5
74.0,0.973995,14.4,4.4,29.525338,10.600980000000002,2.14,1.855,1.15,0.4927359999999999,0.8527,2.7851517238486276,0.013162094576807983,1.1536387518254043,0.48771668426719894,2.506321849706439,7.5
112.0,21.153992,16.5,5.5,35.468537,11.6604875,2.9225000000000003,1.8875,1.1949999999999998,0.4743239999999999,3.47589,3.0417713406770397,0.18887492840279024,1.5483442888294419,0.4652010302392765,3.1577282052605433,2.8
134.0,17.593,67.0,4.0,167.39999999999995,8.054,1.98,2.015,1.1800000000000002,0.448895,7.66667,20.784702994975124,0.131291044678141,0.9826302241870857,0.4002389483869542,0.8004778967739083,2.3
226.0,17.05539975,11.181818181818182,4.636363636363637,23.71077927272727,11.148754545454542,2.963636363636364,1.7027272727272729,0.8600000000000001,0.551892727272727,0.78135,2.1267648295044674,0.07546637054182904,1.740523122553367,0.4715921820216415,9.531529792730089,6.0
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59255,0.0,0.0,0.0,0.0,0.0,1.5
68.0,8.147992,13.6,4.8,29.525338,10.565180000000002,2.8240000000000003,1.6869999999999998,0.945,0.4820359999999999,1.10889,2.7945891807372027,0.119823411588495,1.6739773755792904,0.4606213129190212,2.303106564595106,6.0
90.0,11.775328000000002,21.0,4.666666666666667,50.1315,9.159866666666668,2.8766666666666665,1.7166666666666668,1.2333333333333334,0.4747266666666667,2.1154,5.4729507837856,0.1308369776324034,1.6757280577245788,0.4188982966420348,1.7952784141801492,6.3
126.0,13.551332,21.0,4.0,49.224449375000006,11.2603,2.87,1.875,0.945,0.4743239999999999,2.42074,4.37150421728103,0.10755025388289663,1.5306665850311154,0.42661726487495666,2.55970358924974,2.0
72.0,7.4428315,8.0,4.0,16.86213725,11.026725,2.6725000000000003,1.495,0.966875,0.611805,0.73803,1.5292062781178792,0.10337265957864909,1.7876252984866021,0.4744357037276772,4.269921333549094,1.5
100.0,7.750666,10.0,4.8,20.0468,11.20276,2.7270000000000003,1.767,0.91,0.496167,0.75516,1.7894518690978667,0.07750665992249334,1.5432936308266199,0.4988327289201631,4.9883272892016315,6.0
50.0,3.253996,10.0,5.0,20.2988926326,11.64556,2.755,1.714,0.8959999999999999,0.495275,0.61167,1.7430585097062015,0.06507991986984016,1.6073511314264217,0.49263770845687604,2.4631885422843802,6.0
196.0,19.334,39.5,3.8,90.2267,8.888349999999997,2.14,1.9425,1.2,0.4448824999999999,6.78733,10.151119047392163,0.09864285709252915,1.1016730449589167,0.43778615372413476,2.172305977972922,2.3
138.0,8.505991999999999,10.0,4.0,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498984,0.91248,1.7719539420185453,0.06163762314374085,1.6126339920957098,0.4980819337907555,6.873530686312426,6.0
126.0,13.385996,20.2,4.8,43.498522,10.565180000000002,2.81,1.7400000000000002,0.86,0.4776649999999999,4.90209,4.117158589658116,0.10623806340774758,1.6149424359228484,0.46438359339109586,2.8966501369939643,2.5
104.0,10.082327,10.0,4.833333333333333,21.061547333328,10.83216666666668,2.8349999999999995,1.711666666666667,0.8933333333333332,0.4912400000000001,0.82747,1.9443522045967494,0.09694545182986014,1.6562803316681398,0.47479892119303163,4.937908780407529,5.8
30.0,5.60439975,20.0,4.666666666666667,40.86454624999998,11.330441666666667,2.6253125,1.625,1.2375,0.4966916666666667,0.6415,3.6066154428524135,0.1868133243772889,1.6155768236568109,0.48942180414049813,0.7341327062107472,6.8
108.0,11.07307175,18.0,4.0,36.0685,11.35495,2.545,1.875,0.98,0.4776649999999999,2.58333,3.1764560550556715,0.1025284420346959,1.357333260942226,0.4990504165711066,2.9943024994266394,3.8
100.0,10.207996,12.6,4.8,25.408218,10.91369,2.857,1.6869999999999998,0.8800000000000001,0.4927189999999999,1.80256,2.328105138334467,0.10207995989792004,1.6935387259313146,0.4959025442244609,3.9357344779719123,6.0
84.0,13.551332,42.0,5.0,98.3407975,9.1985,2.28,1.97,1.2999999999999998,0.44942,6.77567,10.690960094678914,0.16132538076032693,1.1573603473421141,0.42708622489350245,0.8541724497870049,2.5
220.0,18.697992000000006,16.666666666666668,4.4444444444444455,35.764991111111115,11.259955555555557,2.76,1.7544444444444445,0.9666666666666666,0.4878333333333333,1.06784,3.17629946379629,0.08499087268864054,1.5731474720815246,0.4660050541684135,6.151266715023057,6.0
100.0,7.558488000000001,9.0,5.6,18.439538,12.04083,2.648,1.626,0.966,0.4927189999999999,0.85358,1.5314175058412294,0.07558487992441514,1.6285361852068767,0.48808164017947936,5.423129335327548,3.8
58.0,8.841328,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,2.015,1.106666666666667,0.4878333333333333,1.0408,4.19122780558694,0.15243668939235056,1.1563274860383381,0.48348240586643615,1.4504472175993088,6.3
30.0,7.734660000000001,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.82753,1.2812243805586936,0.25782199914059334,1.7876252984866021,0.5001046977519822,2.0004187910079287,7.5
240.0,44.191,34.285714285714285,5.428571428571429,77.36308571428572,10.843971428571429,2.7371428571428567,1.7457142857142858,0.9142857142857144,0.4604228571428571,3.59589,7.1342022164528345,0.18412916658994619,1.5679213504464034,0.4431792491837645,3.1022547442863515,2.5
78.0,6.674774999999999,10.8,4.65432098765432,22.242923659574448,10.937928,2.705,1.683333333333333,0.96,0.4901430862031148,0.91248,2.0335591399228936,0.08557403835182814,1.6069305976080837,0.4855476787466463,3.506733235392445,5.3
144.0,22.98,36.0,2.6666666666666665,84.1611,8.504133333333334,2.44,1.923333333333333,1.18,0.4568033333333333,0.45291,9.896493353469372,0.1595833332225116,1.268630783260098,0.4277510626313688,1.7110042505254752,2.0
1266.0,78.0673475,7.67741935483871,4.295409181636726,14.62165910714286,12.072441176470589,2.683589743589744,1.5696815286624206,0.7366167023554603,0.6380670588235295,0.68417,1.2111600936623104,0.06166457148012128,1.7096395183503055,0.5250716930324978,86.58388094434204,3.5
128.0,11.351332,10.0,4.8,21.654418,11.17714,2.805,1.7400000000000002,0.8800000000000001,0.599426,0.86614,1.9373845014253692,0.08868228118071697,1.6120688728696049,0.4617995253356635,5.911033924296492,6.0
144.0,15.751995999999998,14.0,5.0,31.574635600000004,9.706,2.625,1.625,1.02,0.4743239999999999,1.8013,3.2531048088491166,0.10938886103514661,1.6153845159763374,0.44339387263302604,4.560622689939697,5.3
79.0,15.593,39.5,3.5,90.2267,8.21315,2.19,1.907,1.2,0.447985,6.46538,10.985638750228125,0.19737974658559526,1.1484005690403476,0.43778615372413476,0.8755723074482695,5.5
100.0,5.203996,10.0,4.8,20.3920334,12.0034,2.8680000000000003,1.66,0.782,0.4930319999999999,0.75041,1.698854760327451,0.05203995994796004,1.727710739294534,0.4903875819937232,4.903875819937232,2.5
128.0,13.385996,12.8,4.8,26.20264325,11.33044,2.7435,1.7400000000000002,0.8874449999999999,0.491678,1.1521,2.3125883036087895,0.10457809366829837,1.5767240473147097,0.4885003329253802,4.885003329253801,5.8
60.0,11.202328,20.0,6.0,46.52035333333333,12.0278,2.98,1.7466666666666668,1.0833333333333333,0.496875,1.3513,3.8677358242205355,0.18670546635549087,1.7061067725511387,0.4299193476391208,1.2897580429173623,6.0
100.0,7.767992,10.0,4.8,20.016938,11.20276,2.7270000000000003,1.767,0.91,0.496379,0.93396,1.7867862759999655,0.07767991992232008,1.5432936308266199,0.499576905820576,4.99576905820576,6.0
96.0,13.747992000000002,12.5,5.6,24.75087845,12.0863,2.8680000000000003,1.8200000000000005,0.8640000000000001,0.476196,1.20466,2.047845762989122,0.14320824985082475,1.5758240892404343,0.5050325779243905,3.878650198459319,2.5
64.0,4.03,10.0,4.8,20.9941265318,12.59399,2.8280000000000003,1.6800000000000002,0.964,0.475566,0.8148,1.666995635624646,0.06296874990161133,1.6833332331349264,0.47632369640244554,3.0484716569756514,6.0
96.0,8.903332,18.0,4.0,37.346215,10.347,2.675,1.765,0.945,0.48855,2.07755,3.609376112792345,0.09274304157005935,1.515580650675317,0.4819765524244517,2.570541612930409,5.5
273.0,28.35939975,10.571428571428571,4.761904761904762,21.72522707142857,11.47577,2.7857142857142856,1.6990476190476191,0.8600000000000001,0.5148823809523809,0.69605,1.8931389250668738,0.10388058512678366,1.6395738945318052,0.48659691739984845,12.56603661015014,5.8
131.0,24.529328,21.83333333333333,4.666666666666667,50.1315,11.654066666666669,2.848333333333333,1.7133333333333336,0.8966666666666668,0.4781783333333334,4.08822,4.301631439369106,0.18724677848301774,1.6624512648374743,0.43552124492148053,2.6131274695288838,6.0
58.0,8.109328,14.333333333333336,4.666666666666667,29.159414333166666,9.101866666666666,2.352,1.88,1.104,0.4878333333333333,1.8288,3.20367404629079,0.1398159997589379,1.251063763241289,0.4915507945533445,1.9890660058670215,6.0
74.0,14.7341515,24.5,4.5,53.4902975,10.78917,2.53,1.765,0.945,0.475954,4.72,4.957776826597627,0.19911015513633765,1.433427680825627,0.45802698992648716,1.383428459369798,3.3
166.0,20.855328,13.0,4.666666666666667,29.97368416666667,10.296858333333333,2.7383333333333337,1.7400000000000002,0.9483333333333334,0.48752,2.2928,2.9109542838459217,0.12563450594841297,1.5737546988263582,0.4337137832087304,5.538191385588403,6.0
246.0,26.092,23.5,4.25,49.224449375000006,11.9389125,2.279,1.9072,0.946,0.46617125,2.19978,4.1230261937758055,0.10606504060729063,1.1949454071442214,0.4774050345029277,4.99751653139235,2.5
100.0,8.147992,10.0,5.0,20.492449117625004,11.107295,2.786875,1.7262499999999998,0.94625,0.4912240000000001,0.86724,1.8449540534513218,0.08147991991852009,1.614409754415076,0.48798461783666486,4.879846178366649,5.5
46.0,9.014328,12.666666666666664,4.0,26.024935442,11.35495,2.545,1.7700000000000002,0.9533333333333333,0.4830383333333333,1.2645,2.2919462624498896,0.19596365174790512,1.4378530261099982,0.48671270083358054,1.767535597764056,4.0
84.0,7.900992,9.2,4.8,18.439538,12.30176,2.684,1.654,0.908,0.499514,0.6698,1.4989349369607687,0.09405942845945306,1.622732670935147,0.4989278988501344,4.555428641675141,2.5
92.0,26.254656,31.66666666666667,3.6666666666666665,70.83746666666666,8.504133333333334,2.9599999999999995,1.9433333333333327,1.1833333333333331,0.45825,6.7765,8.329768955530223,0.2853766953419819,1.5231560108152997,0.44703273722328773,1.2987477418276567,3.8
144.0,15.751995999999998,31.0,4.0,69.5921279999,9.08885,1.98,1.908,1.224,0.448895,5.25354,7.65686827642806,0.10938886103514661,1.0377357946679353,0.44545268044539865,2.0691995478754,2.5
43.0,7.44274775,10.75,3.75,22.212725,12.18425,2.7275,1.545,0.71,0.61443,1.06784,1.8230687007975976,0.1730871565742159,1.7653720540212263,0.4839568288719334,1.9358273154877337,5.0
96.0,13.385996,45.0,5.428571428571429,107.62811428571428,10.960357142857143,2.757,1.6871428571428573,1.2,0.4551385714285714,6.17571,9.819763343558481,0.139437458188086,1.6341235271899686,0.4181063679953586,0.8919602517234317,2.5
77.0,12.421,23.0,4.0,48.7195,9.695,2.225,1.99,1.2399999999999998,0.448895,6.2105,5.025219133313882,0.16131168810219262,1.1180903960758595,0.4720902298420751,1.5804759868625993,3.8
128.0,16.676996,12.0,4.0,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49512,1.7909,2.31821820400663,0.1302890311482117,1.6149424359228484,0.4548001064277729,4.851201135229577,6.0
114.0,13.355328,24.66666666666667,4.666666666666667,53.05033333333333,9.159866666666668,2.1466666666666665,1.88,1.12,0.4795066666666667,1.8288,5.791605345875427,0.1171519998972351,1.1418439108948273,0.4649672315003352,2.148902610447495,6.0
128.0,16.864992,10.8,4.8,20.6125257,11.38168,2.81,1.7400000000000002,0.86,0.49282,0.8135,1.8110266251464933,0.13175774989706426,1.6149424359228484,0.5239532556461373,6.209816363213479,6.0
196.0,30.92,24.5,5.5,53.4902975,10.0743,2.295,1.825,1.12,0.4697149999999999,3.18933,5.30957952106271,0.15775510196032905,1.25753417766936,0.45802698992648716,3.6642159194118973,1.8
100.0,15.593,50.0,4.0,117.386335,9.8771,2.205,1.91,1.2999999999999998,0.499514,7.715,11.884696298663613,0.15592999984407002,1.1544502013376858,0.42594395640178734,0.8518879128035747,2.8
156.0,25.021992,17.333333333333332,4.4444444444444455,37.51688,11.458755555555555,2.708,1.724444444444445,0.8800000000000001,0.4862359999999999,2.78022,3.274079762911313,0.1603973845125658,1.5703607336775345,0.46201425297444526,4.158128276770007,6.0
296.0,34.058654,42.285714285714285,5.428571428571429,103.49857999999998,10.5174,2.667142857142857,1.8000000000000005,1.09,0.4494728571428572,1.25093,9.840700079480667,0.11506302023139761,1.4817459494268117,0.4085632309627627,2.859942616739339,2.5
144.0,9.93196,9.8,4.8,20.833018,10.13144,2.752,1.6880000000000002,0.8800000000000001,0.4927989999999999,0.7176,2.0562741125025257,0.06897194439654726,1.630331656970873,0.47040711782418126,6.912104588436948,4.3
58.0,6.283996,12.6,4.4,24.033618,11.06572,2.634,1.6800000000000002,0.96,0.490654,1.08186,2.1718982391394483,0.10834475843388834,1.5678570495323183,0.5242656327305125,2.413286245902359,5.5
126.0,16.864992,15.6,4.8,34.72421799999999,11.38168,2.81,1.7400000000000002,0.86,0.49282,2.65644,3.050886836996938,0.1338491427509134,1.6149424359228484,0.4492541762949013,3.6285914239203567,6.0
96.0,15.55,48.0,4.0,116.3255,10.39875,2.28,1.94,1.1800000000000002,0.448895,6.7765,11.186488653093031,0.1619791664979384,1.1752576713784704,0.4126352343960394,0.8252704687920788,2.3
128.0,24.574384,24.8,4.8,53.441338,10.909726,2.81,1.907,1.37,0.49897,10.6,4.8985040971835225,0.19198737485000986,1.4735185383577063,0.46406023654561146,2.3951496079773493,2.5
30.0,1.7428315,10.0,5.0,20.151515,10.565180000000002,2.8280000000000003,1.6795000000000002,0.85,0.4911100000000001,0.87067,1.9073517733975967,0.05809438313968539,1.6838343742879205,0.4962406027723444,1.488721808317033,6.0
138.0,11.624328000000002,21.0,4.9230769230769225,43.22643236074271,11.33044,2.7423076923076923,1.7880000000000005,0.946,0.47907,4.5665,3.8150709045046467,0.08423426080852592,1.5337290486212454,0.4858138598199547,3.192491078816845,3.8
68.0,4.542664,12.666666666666664,4.666666666666667,26.621686666666665,11.252966666666666,2.986666666666667,1.7466666666666668,0.92,0.4865066666666666,1.2188,2.3657482705383033,0.06680388225470019,1.70992356622575,0.4758025581807517,2.5543084702335097,6.5
